,County,State,Rank,Population,latitude,longitude
481,McIntosh County,GA,2183,"13,839",34.10248283,-83.21769833
482,Macon County,GA,2154,"14,263",32.254152,-84.489818
483,Madison County,GA,1497,"27,922",33.47576533,-82.47528967
484,Marion County,GA,2545,"8,711",31.46999275,-81.36957675
485,Meriwether County,GA,1770,"21,273",33.01345083,-84.668407
486,Miller County,GA,2761,"5,969",31.16251,-84.713359
487,Mitchell County,GA,1683,"23,144",31.2736716,-84.1734508
488,Monroe County,GA,1542,"26,637",32.9780634,-83.8915014
489,Montgomery County,GA,2527,"8,913",32.1315732,-82.5208208
490,Morgan County,GA,1926,"17,881",33.65665,-83.4976854
491,Murray County,GA,1186,"39,392",34.8629846,-84.7572352
492,Muscogee County,GA,322,"198,413",32.5119256,-84.8972012
493,Newton County,GA,577,"101,505",33.57151,-83.8314695
494,Oconee County,GA,1337,"33,619",33.82006175,-83.4634315
495,Oglethorpe County,GA,2131,"14,618",33.8388378,-83.1458762
496,Paulding County,GA,438,"144,800",33.907406,-84.855464
497,Peach County,GA,1507,"27,622",32.5893745,-83.821752
498,Pickens County,GA,1441,"29,268",34.456812,-84.40828125
499,Pierce County,GA,1882,"18,844",31.40912,-82.1894964
500,Pike County,GA,1929,"17,810",33.0721046,-84.3984732
501,Polk County,GA,1147,"41,188",34.0114285,-85.1457755
502,Pulaski County,GA,2315,"11,720",32.275664,-83.49009
503,Putnam County,GA,1774,"21,198",33.320818,-83.355865
504,Quitman County,GA,3013,"2,404",31.8631735,-85.0644255
505,Rabun County,GA,2026,"16,297",34.86358313,-83.40431463
506,Randolph County,GA,2653,"7,327",31.75557967,-84.73144967
507,Richmond County,GA,311,"202,587",33.38118175,-82.07927725
508,Rockdale County,GA,658,"85,820",33.719178,-84.002061
509,Schley County,GA,2839,"4,990",32.209028,-84.277064
510,Screven County,GA,2161,"14,202",32.6687034,-81.6133754
511,Seminole County,GA,2525,"8,947",30.9516555,-84.8509845
512,Spalding County,GA,823,"63,865",33.288742,-84.29178325
513,Stephens County,GA,1569,"25,891",34.552242,-83.2830475
514,Stewart County,GA,2757,"6,042",32.07349967,-84.76548133
515,Sumter County,GA,1400,"31,554",32.02177917,-84.14168733
516,Talbot County,GA,2722,"6,517",32.72162067,-84.532785
517,Taliaferro County,GA,3076,"1,680",33.5684855,-82.8264325
518,Tattnall County,GA,1595,"25,384",32.0625982,-82.0435902
519,Taylor County,GA,2570,"8,420",32.56138133,-84.182155
520,Telfair County,GA,2022,"16,349",31.984557,-82.8974495
521,Terrell County,GA,2516,"9,045",31.79795725,-84.40382175
522,Thomas County,GA,1075,"44,724",30.91970033,-83.9433215
523,Tift County,GA,1152,"41,064",31.4637846,-83.5398268
524,Toombs County,GA,1519,"27,315",32.163915,-82.361313
525,Towns County,GA,2395,"10,495",34.920378,-83.777947
526,Treutlen County,GA,2701,"6,769",32.383145,-82.557135
527,Troup County,GA,773,"68,468",33.02527533,-85.03733567
528,Turner County,GA,2572,"8,410",31.71877133,-83.58281333
529,Twiggs County,GA,2569,"8,447",32.66135267,-83.35197567
530,Union County,GA,1757,"21,451",34.7898015,-83.9976325
531,Upson County,GA,1544,"26,630",32.91705233,-84.25615967
532,Walker County,GA,780,"68,094",34.807107,-85.28176033
533,Walton County,GA,665,"84,575",33.740915,-83.69163775
534,Ware County,GA,1280,"35,821",31.23320633,-82.51839033
535,Warren County,GA,2799,"5,578",33.4134406,-82.6765774
536,Washington County,GA,1784,"20,879",32.9380985,-82.78778217
537,Wayne County,GA,1423,"30,305",31.59959967,-82.001869
538,Webster County,GA,2989,"2,793",32.076133,-84.543517
539,Wheeler County,GA,2607,"7,888",32.130926,-82.7756625
540,White County,GA,1512,"27,556",34.66848067,-83.72555033
541,Whitfield County,GA,567,"103,359",34.8483748,-85.0041116
542,Wilcox County,GA,2513,"9,068",31.992253,-83.4529336
543,Wilkes County,GA,2437,"10,076",33.79101933,-82.78589567
544,Wilkinson County,GA,2465,"9,577",32.7864466,-83.191246
545,Worth County,GA,1741,"21,741",31.6224784,-83.8395192
789,Adair County,IA,2643,"7,481",41.3027922,-94.5456262
790,Adams County,IA,2915,"3,911",41.027963,-94.75887825
791,Allamakee County,IA,2160,"14,237",43.31516743,-91.37334557
792,Appanoose County,IA,2261,"12,700",40.75207767,-92.84814456
793,Audubon County,IA,2771,"5,910",41.67984983,-94.92342383
794,Benton County,IA,1572,"25,827",42.02933647,-92.0300726
795,Black Hawk County,IA,475,"131,820",42.463049,-92.27875411
796,Boone County,IA,1555,"26,195",42.03054614,-93.98062043
797,Bremer County,IA,1622,"24,479",42.76470275,-92.35513413
798,Buchanan County,IA,1780,"20,942",42.51202755,-91.83661136
799,Buena Vista County,IA,1805,"20,592",42.76688433,-95.12903344
800,Butler County,IA,2108,"14,986",42.70974083,-92.82738608
801,Calhoun County,IA,2450,"9,909",42.3989788,-94.6109049
802,Carroll County,IA,1803,"20,631",42.04609042,-94.83879175
803,Cass County,IA,2197,"13,723",41.320957,-94.95687375
804,Cedar County,IA,1900,"18,416",41.81291863,-91.11134238
805,Cerro Gordo County,IA,1091,"43,788",43.0944956,-93.2572063
806,Cherokee County,IA,2301,"11,946",42.75919075,-95.6419985
807,Chickasaw County,IA,2288,"12,276",43.07490043,-92.353364
808,Clarke County,IA,2483,"9,370",41.02881367,-93.77213833
809,Clay County,IA,2003,"16,599",43.07395878,-95.146495
810,Clayton County,IA,1927,"17,835",42.85720581,-91.32216238
811,Clinton County,IA,1001,"48,717",41.90522944,-90.49066013
812,Crawford County,IA,1960,"17,309",42.04085417,-95.34302725
813,Dallas County,IA,748,"71,967",41.68317007,-94.0392944
814,Davis County,IA,2550,"8,689",40.7601504,-92.372889
815,Decatur County,IA,2589,"8,253",40.73984757,-93.832673
816,Delaware County,IA,1945,"17,574",42.476835,-91.3761093
817,Des Moines County,IA,1169,"40,340",40.91156286,-91.23019186
818,Dickinson County,IA,1985,"16,972",43.395121,-95.142641
819,Dubuque County,IA,610,"95,097",42.45983336,-90.91985986
820,Emmet County,IA,2433,"10,120",43.37677483,-94.65694733
821,Fayette County,IA,1789,"20,793",42.87820793,-91.83845957
822,Floyd County,IA,2042,"16,056",43.09455129,-92.85149086
823,Franklin County,IA,2393,"10,554",42.72816256,-93.29917178
824,Fremont County,IA,2668,"7,147",40.773551,-95.60544178
825,Greene County,IA,2505,"9,153",42.05567688,-94.34889863
826,Grundy County,IA,2276,"12,448",42.37364,-92.78527856
827,Guthrie County,IA,2376,"10,777",41.68322089,-94.43286067
828,Hamilton County,IA,2086,"15,344",42.36512689,-93.68347811
829,Hancock County,IA,2351,"11,134",43.08787175,-93.75006913
830,Hardin County,IA,1961,"17,302",42.34341823,-93.23125177
831,Harrison County,IA,2139,"14,548",41.7090781,-95.8717739
832,Henry County,IA,1829,"20,236",40.9960984,-91.5708818
833,Howard County,IA,2466,"9,563",43.35454133,-92.30438883
834,Humboldt County,IA,2456,"9,729",42.79939027,-94.23763818
835,Ida County,IA,2673,"7,108",42.3916778,-95.4713476
836,Iowa County,IA,2032,"16,189",41.6951045,-92.03507775
837,Jackson County,IA,1848,"19,712",42.16554233,-90.54791142
838,Jasper County,IA,1259,"36,602",41.66969467,-93.07544625
839,Jefferson County,IA,1990,"16,867",41.0208564,-92.0002212
840,Johnson County,IA,456,"136,317",41.68905333,-91.59849433
841,Jones County,IA,1802,"20,639",42.0906293,-91.137564
842,Keokuk County,IA,2406,"10,374",41.33656064,-92.19992607
843,Kossuth County,IA,2085,"15,346",43.21399367,-94.20661642
844,Lee County,IA,1284,"35,617",40.644831,-91.45924709
845,Linn County,IA,291,"215,295",42.079289,-91.59491174
846,Louisa County,IA,2339,"11,278",41.22418671,-91.24202771
847,Lucas County,IA,2537,"8,760",41.01562375,-93.332389
848,Lyon County,IA,2313,"11,757",43.37631,-96.232623
849,Madison County,IA,2068,"15,654",41.29925038,-93.98950425
850,Mahaska County,IA,1712,"22,443",41.32268011,-92.59209433
851,Marion County,IA,1342,"33,419",41.30104758,-93.08678383
852,Marshall County,IA,1158,"40,857",42.02771223,-93.01602485
853,Mills County,IA,2121,"14,837",41.05759588,-95.60018388
854,Mitchell County,IA,2380,"10,725",43.37637275,-92.78782638
855,Monona County,IA,2508,"9,124",42.0502381,-95.947019
856,Monroe County,IA,2598,"8,063",41.02025967,-92.949125
857,Montgomery County,IA,2392,"10,566",41.0605172,-95.090855
858,Muscatine County,IA,1114,"42,879",41.4823516,-91.0750736
859,O'Brien County,IA,2164,"14,172",43.07700663,-95.6327665
860,Osceola County,IA,2745,"6,193",43.36773986,-95.62072043
861,Page County,IA,2063,"15,713",40.6731353,-95.152371
862,Palo Alto County,IA,2496,"9,275",43.0670375,-94.69813663
863,Plymouth County,IA,1611,"24,907",42.7600946,-96.2802137
864,Pocahontas County,IA,2667,"7,150",42.74386213,-94.715782
865,Polk County,IA,151,"443,710",41.67962294,-93.59407206
866,Pottawattamie County,IA,621,"92,913",41.35632975,-95.582074
867,Poweshiek County,IA,1887,"18,736",41.6740865,-92.47151288
868,Ringgold County,IA,2833,"5,096",40.74205371,-94.21217043
869,Sac County,IA,2430,"10,153",42.39117838,-95.10745238
870,Scott County,IA,367,"168,799",41.63142614,-90.601253
871,Shelby County,IA,2296,"12,069",41.6950717,-95.3507352
872,Sioux County,IA,1320,"34,268",43.06538208,-96.15506215
873,Story County,IA,632,"91,140",42.01828029,-93.50503664
874,Tama County,IA,1948,"17,536",42.09628108,-92.50705377
875,Taylor County,IA,2744,"6,208",40.74969471,-94.66738114
876,Union County,IA,2267,"12,594",41.01072843,-94.23868886
877,Van Buren County,IA,2646,"7,449",40.73482511,-91.94112856
878,Wapello County,IA,1293,"35,366",41.04827186,-92.49128643
879,Warren County,IA,1029,"46,891",41.35039877,-93.57786308
880,Washington County,IA,1736,"21,914",41.34850013,-91.69861475
881,Wayne County,IA,2736,"6,344",40.72673513,-93.357067
882,Webster County,IA,1241,"37,273",42.42724421,-94.17515757
883,Winnebago County,IA,2390,"10,600",43.39381214,-93.71998614
884,Winneshiek County,IA,1778,"21,061",43.24136038,-91.815424
885,Woodbury County,IA,571,"102,323",42.38000856,-96.08347825
886,Worth County,IA,2641,"7,519",43.34634457,-93.28853414
887,Wright County,IA,2240,"12,991",42.69531838,-93.726928
551,Ada County,ID,167,"409,061",43.6222925,-116.3685578
552,Adams County,ID,2914,"3,915",44.7888008,-116.4388196
553,Bannock County,ID,668,"83,800",42.57341557,-112.1615409
554,Bear Lake County,ID,2772,"5,907",42.23473978,-111.3417186
555,Benewah County,ID,2509,"9,117",47.18057733,-116.7170045
556,Bingham County,ID,1058,"45,474",43.1927921,-112.4185735
557,Blaine County,ID,1776,"21,146",43.4966505,-114.2734888
558,Boise County,ID,2696,"6,835",44.02422083,-115.8751483
559,Bonner County,ID,1166,"40,476",48.28797225,-116.630279
560,Bonneville County,ID,559,"106,684",43.4826734,-111.6316276
561,Boundary County,ID,2375,"10,808",48.738872,-116.3871345
562,Butte County,ID,2996,"2,740",43.75749867,-113.2518453
563,Camas County,ID,3106,"1,077",43.40809133,-114.7397043
564,Canyon County,ID,329,"193,888",43.62717933,-116.7412492
565,Caribou County,ID,2699,"6,787",42.7447618,-111.5587412
566,Cassia County,ID,1678,"23,249",42.30266017,-113.6061103
567,Clark County,ID,3114,869,44.2246085,-112.2630675
568,Clearwater County,ID,2558,"8,590",46.52648917,-116.132742
569,Custer County,ID,2882,"4,331",44.27965025,-114.2830168
570,Elmore County,ID,1553,"26,223",43.148632,-115.4077288
571,Franklin County,ID,2253,"12,786",42.17154583,-111.8785487
572,Fremont County,ID,2243,"12,957",44.07075,-111.5625247
573,Gem County,ID,2000,"16,673",44.0092215,-116.4351618
574,Gooding County,ID,2088,"15,291",42.845388,-114.8135668
575,Idaho County,ID,2024,"16,308",45.7919481,-116.0487343
576,Jefferson County,ID,1540,"26,684",43.75603563,-112.1236884
577,Jerome County,ID,1710,"22,499",42.639914,-114.2308617
578,Kootenai County,ID,443,"142,357",47.72440691,-116.7379905
579,Latah County,ID,1213,"38,184",46.78381609,-116.7416805
580,Lemhi County,ID,2622,"7,758",45.25095433,-113.9016827
581,Lewis County,ID,2917,"3,889",46.270894,-116.3841674
582,Lincoln County,ID,2821,"5,277",43.002988,-114.305483
583,Madison County,ID,1233,"37,456",43.819491,-111.732288
584,Minidoka County,ID,1839,"20,037",42.67784075,-113.689449
585,Nez Perce County,ID,1181,"39,531",46.4041758,-116.7277994
586,Oneida County,ID,2890,"4,215",42.23565,-112.5776025
587,Owyhee County,ID,2330,"11,439",43.1555052,-116.4167626
588,Payette County,ID,1702,"22,639",43.99866967,-116.821572
589,Power County,ID,2620,"7,778",42.546289,-112.7748173
590,Shoshone County,ID,2260,"12,702",47.4634991,-116.0102893
591,Teton County,ID,2439,"10,052",43.75159225,-111.1640968
592,Twin Falls County,ID,699,"78,595",42.44678188,-114.5473643
593,Valley County,ID,2470,"9,545",44.698562,-115.797535
594,Washington County,ID,2435,"10,099",44.443247,-116.7340757
595,Adams County,IL,787,"67,197",40.02187479,-91.17077264
596,Alexander County,IL,2623,"7,748",37.18416217,-89.34469033
597,Bond County,IL,1938,"17,644",38.911973,-89.43433386
598,Boone County,IL,926,"53,940",42.3475092,-88.7999046
599,Brown County,IL,2692,"6,914",39.97673767,-90.789846
600,Bureau County,IL,1319,"34,323",41.39528696,-89.47787757
601,Calhoun County,IL,2838,"5,014",39.08200267,-90.644081
602,Carroll County,IL,2105,"15,011",42.05395086,-89.87305
603,Cass County,IL,2220,"13,338",39.96503783,-90.2267325
604,Champaign County,IL,310,"203,276",40.12484896,-88.17050635
605,Christian County,IL,1309,"34,638",39.53528985,-89.31155662
606,Clark County,IL,2031,"16,209",39.33440783,-87.7915135
607,Clay County,IL,2191,"13,766",38.7351936,-88.5110706
608,Clinton County,IL,1220,"38,061",38.577905,-89.49034514
609,Coles County,IL,929,"53,655",39.50897357,-88.23311129
610,Cook County,IL,2,"5,231,351",42.04156706,-87.89317189
611,Crawford County,IL,1853,"19,600",39.03740975,-87.74003525
612,Cumberland County,IL,2361,"10,968",39.2856386,-88.2312544
613,DeKalb County,IL,563,"104,704",41.90748379,-88.78010936
614,De Witt County,IL,2015,"16,434",40.16962938,-88.89151463
615,Douglas County,IL,1844,"19,853",39.75817944,-88.18700167
616,DuPage County,IL,52,"927,987",41.80598216,-88.03627453
617,Edgar County,IL,1911,"18,191",39.70378438,-87.801172
618,Edwards County,IL,2709,"6,684",38.42054767,-88.03919333
619,Effingham County,IL,1318,"34,353",39.0755055,-88.5818419
620,Fayette County,IL,1731,"22,014",38.99203763,-88.97331788
621,Ford County,IL,2176,"14,008",40.67667244,-88.252077
622,Franklin County,IL,1185,"39,407",37.99010133,-88.97903007
623,Fulton County,IL,1257,"36,651",40.46939053,-90.227863
624,Gallatin County,IL,2811,"5,430",37.773708,-88.23403117
625,Greene County,IL,2210,"13,576",39.3541935,-90.375565
626,Grundy County,IL,974,"50,281",41.25569367,-88.39020144
627,Hamilton County,IL,2573,"8,370",38.065447,-88.54332575
628,Hancock County,IL,1881,"18,891",40.40848878,-91.17123072
629,Hardin County,IL,2886,"4,258",37.459235,-88.2963715
630,Henderson County,IL,2678,"7,043",40.840732,-90.92310625
631,Henry County,IL,976,"50,155",41.32267256,-90.16565638
632,Iroquois County,IL,1443,"29,240",40.77427548,-87.81956865
633,Jackson County,IL,863,"60,071",37.79406954,-89.39512769
634,Jasper County,IL,2461,"9,614",39.02590357,-88.12664957
635,Jefferson County,IL,1203,"38,720",38.26546267,-88.90560392
636,Jersey County,IL,1698,"22,742",39.04454114,-90.36033957
637,Jo Daviess County,IL,1709,"22,549",42.40251922,-90.20319211
638,Johnson County,IL,2255,"12,760",37.457608,-88.86851918
639,Kane County,IL,124,"522,487",41.93173215,-88.43316505
640,Kankakee County,IL,530,"113,040",41.13097021,-87.91817857
641,Kendall County,IL,515,"118,105",41.61197325,-88.48875613
642,Knox County,IL,950,"52,247",40.96398475,-90.21462544
643,Lake County,IL,88,"702,120",41.29867988,-88.92823246
644,LaSalle County,IL,531,"112,973",42.30351676,-87.97584441
645,Lawrence County,IL,2001,"16,604",38.671765,-87.7114498
646,Lee County,IL,1299,"35,037",41.7574502,-89.27110193
647,Livingston County,IL,1207,"38,647",40.91076671,-88.54686506
648,Logan County,IL,1427,"30,013",40.11446786,-89.37316121
649,McDonough County,IL,1375,"32,537",39.86189357,-88.96481086
650,McHenry County,IL,210,"308,145",39.251432,-89.91718386
651,McLean County,IL,362,"172,281",38.83319985,-89.96043137
652,Macon County,IL,543,"110,122",38.65101109,-88.93934118
653,Macoupin County,IL,1024,"47,231",41.01742778,-89.30538422
654,Madison County,IL,248,"267,883",40.27211378,-89.87857867
655,Marion County,IL,1199,"38,894",37.217041,-88.72126967
656,Marshall County,IL,2286,"12,327",40.49037045,-90.64852736
657,Mason County,IL,2146,"14,327",42.30962847,-88.38890471
658,Massac County,IL,2089,"15,234",40.499938,-88.84838809
659,Menard County,IL,2259,"12,722",40.0157905,-89.822224
660,Mercer County,IL,2028,"16,219",41.20110892,-90.66478075
661,Monroe County,IL,1344,"33,357",38.28004729,-90.15123814
662,Montgomery County,IL,1434,"29,620",39.20450781,-89.48902606
663,Morgan County,IL,1296,"35,272",39.7242526,-90.2366694
664,Moultrie County,IL,2112,"14,933",39.6385758,-88.6816508
665,Ogle County,IL,942,"52,848",42.05211638,-89.2398675
666,Peoria County,IL,339,"187,254",40.76416587,-89.73521087
667,Perry County,IL,1728,"22,058",38.0584998,-89.3850248
668,Piatt County,IL,2011,"16,504",39.9847432,-88.6220436
669,Pike County,IL,2024,"16,308",39.62521133,-90.80002267
670,Pope County,IL,2883,"4,272",37.346892,-88.5249995
671,Pulaski County,IL,2760,"5,998",37.22906278,-89.10388311
672,Putnam County,IL,2775,"5,886",41.227059,-89.28261357
673,Randolph County,IL,1355,"32,956",38.06739173,-89.80430873
674,Richland County,IL,2033,"16,176",38.70431367,-88.0712395
675,Rock Island County,IL,426,"147,457",41.49258456,-90.550834
676,St. Clair County,IL,247,"268,858",38.49204575,-89.94128185
677,Saline County,IL,1610,"24,946",37.757371,-88.56096171
678,Sangamon County,IL,318,"199,271",39.7558096,-89.621457
679,Schuyler County,IL,2644,"7,457",40.15035733,-90.584234
680,Scott County,IL,2820,"5,290",39.6121825,-90.42888925
681,Shelby County,IL,1723,"22,196",39.37698791,-88.79048191
682,Stark County,IL,2764,"5,946",41.08100229,-89.77011743
683,Stephenson County,IL,1027,"46,959",42.3700798,-89.6677502
684,Tazewell County,IL,458,"135,949",40.51809767,-89.50137273
685,Union County,IL,1937,"17,647",37.46327614,-89.27303029
686,Vermilion County,IL,683,"80,727",40.15658665,-87.7535397
687,Wabash County,IL,2314,"11,727",38.4217618,-87.825522
688,Warren County,IL,1933,"17,731",40.86812175,-90.62834463
689,Washington County,IL,2133,"14,598",38.3401706,-89.3364935
690,Wayne County,IL,2005,"16,574",38.40426338,-88.43136163
691,White County,IL,2135,"14,568",38.10898945,-88.17098173
692,Whiteside County,IL,881,"57,846",41.72210167,-89.91568175
693,Will County,IL,89,"682,518",41.4747385,-87.97088256
694,Williamson County,IL,790,"66,674",37.77253382,-88.98481155
695,Winnebago County,IL,225,"292,069",42.34252967,-89.13889883
696,Woodford County,IL,1195,"38,971",40.7608404,-89.2257279
