County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Dyer County,TN,1210,38255.0,36.07876871,-89.38760329,109.82339133,109.82339133,109.82339133,292.141951707
Fayette County,TN,1206,38659.0,35.20476564,-89.45507173,36.0286165269,36.0286165269,36.0286165269,385.913975257
Fentress County,TN,1923,17940.0,36.33988067,-84.961107,100.269653854,100.269653854,162.508979188,445.897428394
Franklin County,TN,1160,40772.0,35.15460044,-86.08555044,59.5692586627,59.5692586627,132.12514361,531.742950768
Gibson County,TN,990,49626.0,35.9989765,-88.93373142,124.347246957,124.347246957,124.347246957,312.733005387
Giles County,TN,1448,29072.0,35.12139625,-86.99554625,56.4756136946,56.4756136946,122.56137578,482.588826218
Grainger County,TN,1700,22706.0,36.214375,-83.57691467,33.7085900234,33.7085900234,254.099236057,378.777087939
Greene County,TN,771,68819.0,36.187087,-82.8912305,35.4598894061,91.9170552078,212.872576276,327.965213268
Grundy County,TN,2202,13650.0,35.33474933,-85.73791683,56.2178037169,56.2178037169,134.186531031,539.432373707
Hamblen County,TN,833,62746.0,36.2161982,-83.2550492,60.577396018,60.577396018,243.629805341,353.680290193
Hamilton County,TN,191,345545.0,35.17329569,-85.15236908,0.0,0.0,147.854164122,572.565335208
Hancock County,TN,2705,6720.0,36.5015275,-83.168447,63.1502972944,81.9178095198,251.915552419,331.389731959
Hardeman County,TN,1545,26533.0,35.1826446,-88.9930738,77.8492009005,77.8492009005,77.8492009005,397.370241158
Hardin County,TN,1566,25950.0,35.19886575,-88.24171263,146.302828226,146.302828226,146.302828226,418.692314127
Hawkins County,TN,896,56587.0,36.453774,-82.94070243,42.3320059543,96.6197173543,231.912414641,315.977970049
Haywood County,TN,1909,18240.0,35.5447645,-89.3077635,64.8100305007,64.8100305007,64.8100305007,351.4696464
Henderson County,TN,1493,28023.0,35.61668433,-88.35662733,124.797874729,144.488599605,144.488599605,372.211013145
Henry County,TN,1382,32341.0,36.31038888,-88.29790063,81.1659644897,138.421573868,138.421573868,307.30301775
Hickman County,TN,1635,24170.0,35.81467513,-87.447112,54.1612835912,75.679091679,75.679091679,396.298181459
Houston County,TN,2571,8413.0,36.29232433,-87.765157,35.8573269846,90.5709692672,90.5709692672,336.882764466
Humphreys County,TN,1908,18275.0,36.00917325,-87.808986,59.5012678979,96.8004397423,96.8004397423,359.589646194
Jackson County,TN,2329,11441.0,36.36028033,-85.71251033,57.0288407749,95.811474667,95.811474667,469.457727879
Jefferson County,TN,952,52191.0,36.0665696,-83.4792734,37.9493234192,37.9493234192,239.650282769,379.572936853
Johnson County,TN,1916,18095.0,36.4513482,-81.83537,45.7555217851,142.805705129,159.748231627,234.893621981
Knox County,TN,152,441311.0,36.0613724,-83.9004592,0.0,0.0,234.033618326,412.481976235
Lake County,TN,2628,7690.0,36.319772,-89.48689933,132.438387612,132.438387612,132.438387612,264.046426569
Lauderdale County,TN,1503,27718.0,35.7618855,-89.6338635,69.2269178892,69.2269178892,69.2269178892,322.307937453
Lawrence County,TN,1127,42086.0,35.150485,-87.39664222,88.3626622564,88.3626622564,130.773361124,459.651691815
Lewis County,TN,2303,11896.0,35.526554,-87.489057,69.4048637754,100.235024315,100.235024315,420.089037932
Lincoln County,TN,1338,33503.0,35.128058,-86.54846963,39.3758338463,39.3758338463,121.550794371,506.548625836
Loudon County,TN,985,49793.0,35.7293515,-84.31215,32.056295448,52.3323831451,198.568542449,463.207548128
McMinn County,TN,948,52416.0,36.5227185,-85.9458835,46.7638257088,81.119053078,81.119053078,442.058673127
McNairy County,TN,1556,26180.0,35.58304888,-88.83271588,103.313857623,103.313857623,103.313857623,359.23942104
Macon County,TN,1711,22498.0,35.0853806,-85.5847476,40.597844298,40.597844298,157.277052043,568.784831747
Madison County,TN,594,98656.0,35.48289125,-86.775576,44.0561964597,80.6355107307,80.6355107307,463.015672297
Marion County,TN,1478,28291.0,35.641956,-87.12306657,35.6206292486,70.8830973677,70.8830973677,429.413345246
Marshall County,TN,1413,30883.0,35.403007,-84.61294117,32.0454726682,55.2935417995,164.867070373,505.658826528
Maury County,TN,675,81990.0,35.1815639,-88.5410423,119.014737437,119.014737437,119.014737437,410.146726606
Meigs County,TN,2317,11698.0,35.43824133,-84.86861867,27.463972056,39.1153679286,170.370108531,536.297038652
Monroe County,TN,1064,45133.0,35.4436808,-84.3102424,46.099284296,77.9149209245,167.171222209,480.362017094
Montgomery County,TN,343,184468.0,36.434902,-87.406617,0.0,63.0022861272,63.0022861272,346.459271232
Moore County,TN,2737,6339.0,35.282767,-86.305403,60.6056661256,60.6056661256,110.834866835,507.777812121
Morgan County,TN,1734,21931.0,36.12706125,-84.59907775,63.3356828611,63.3356828611,194.869373365,456.092224325
Obion County,TN,1407,31340.0,36.35836525,-89.212756,144.526209088,144.526209088,144.526209088,266.740107893
Overton County,TN,1724,22190.0,36.36950438,-85.27620338,94.8640281349,128.340741735,134.703073473,455.00328607
Perry County,TN,2610,7860.0,35.6905495,-87.8223285,90.0671437234,111.60938824,111.60938824,388.349719255
Pickett County,TN,2832,5100.0,36.552982,-85.162523,110.74086696,125.79166236,148.543369252,432.23608399
Polk County,TN,1998,16686.0,35.0965115,-84.5214518,31.9218392254,58.1280838237,131.143829393,518.515602678
Putnam County,TN,742,73229.0,36.1555465,-85.5613925,66.8461237285,108.223020823,108.223020823,487.902932665
Rhea County,TN,1383,32247.0,35.6041795,-84.935832,46.4586755458,51.6953388573,178.055474301,520.918160636
Roane County,TN,930,53469.0,35.907313,-84.533716,55.0832245908,59.6114579844,203.594637084,470.746988943
Robertson County,TN,788,66931.0,36.50642475,-86.82059788,31.9683385358,33.3514811787,33.3514811787,379.892796329
Rutherford County,TN,242,274454.0,35.83636011,-86.41795467,0.0,51.7676999684,51.7676999684,456.434829306
Scott County,TN,1725,22173.0,36.43369217,-84.520517,69.3743363973,69.3743363973,202.858708642,421.642179869
Sequatchie County,TN,2143,14423.0,35.2788805,-85.453486,29.8105444608,29.8105444608,157.113199121,562.485681107
Sevier County,TN,626,92512.0,35.8459064,-83.5783942,36.1624045527,37.6271229667,213.855341687,400.461401161
Shelby County,TN,50,940764.0,35.162871,-89.84732229,0.0,0.0,0.0,386.159228638
Smith County,TN,1869,19102.0,36.2365509,-85.9404041,33.4261401074,73.9859358025,73.9859358025,460.628643627
Stewart County,TN,2224,13297.0,36.520409,-87.779265,34.7173154628,97.5418424435,97.5418424435,316.732374999
Sullivan County,TN,401,156786.0,36.4999342,-82.342369,0.0,148.199240972,193.412826759,267.698937078
Sumner County,TN,377,166123.0,36.48054913,-86.46524475,0.0,40.2116826361,40.2116826361,406.687611959
Tipton County,TN,843,61705.0,35.4752,-89.74475663,35.8849586092,35.8849586092,35.8849586092,352.535630828
Trousdale County,TN,2617,7795.0,36.402012,-86.143252,29.1363802166,59.5874504172,59.5874504172,435.085826453
Unicoi County,TN,1910,18235.0,36.09910667,-82.42070033,22.5504419789,132.220193855,171.290764929,300.254225366
Union County,TN,1868,19127.0,36.28502067,-83.799506,26.426278049,26.426278049,259.404968446,392.731934986
Van Buren County,TN,2793,5628.0,35.677816,-85.434355,61.5551712178,61.5551712178,133.580812938,530.371835994
Warren County,TN,1174,39839.0,35.6746378,-85.7588592,62.251412336,78.2782655356,108.283694095,512.513744952
Washington County,TN,490,125094.0,36.2869108,-82.5165026,0.0,126.996731126,190.091495546,294.087374201
Wayne County,TN,1982,16996.0,35.23868,-87.8442846,114.346849291,129.390440733,145.536068457,430.684493142
Weakley County,TN,1305,34793.0,36.29389629,-88.72453914,119.309100039,161.448957318,161.448957318,290.112463827
White County,TN,1558,26082.0,35.87067025,-85.52847125,77.5811524308,84.5603403376,117.403054655,514.668785452
Williamson County,TN,330,192911.0,35.87501171,-86.85218129,0.0,37.9871685393,37.9871685393,425.839360462
Wilson County,TN,511,118961.0,36.1739485,-86.30398225,0.0,41.4415529772,41.4415529772,439.147417206
Anderson County,TX,880,58190.0,31.8173074,-95.6492276,66.2255569245,123.12825645,123.12825645,144.277133109
Andrews County,TX,2038,16117.0,32.370377,-102.523255,54.9824038126,475.253514774,475.253514774,509.605524225
Angelina County,TX,650,87597.0,31.2797502,-94.5800014,130.425715268,144.398045305,187.136643682,187.136643682
Aransas County,TX,1652,23818.0,28.036015,-97.0730275,61.0222462377,61.0222462377,198.610617438,198.610617438
Archer County,TX,2540,8735.0,33.58414275,-98.73847275,46.7880547686,160.638331096,160.638331096,160.638331096
Armstrong County,TX,3061,1944.0,35.049184,-101.4093365,42.8342722201,360.748614743,369.824411856,454.931017643
Atascosa County,TX,1041,46446.0,28.9442521,-98.5095188,42.8442464397,42.8442464397,42.8442464397,42.8442464397
Austin County,TX,1462,28618.0,29.864953,-96.3209905,61.0952826311,61.0952826311,61.0952826311,114.09035848
Bailey County,TX,2670,7130.0,33.93831375,-102.8095395,94.8321076747,360.464626957,360.464626957,655.484057432
Bandera County,TX,1811,20537.0,29.71116367,-99.08119433,72.065892046,72.065892046,72.065892046,72.065892046
Bastrop County,TX,731,74763.0,30.110287,-97.3150695,46.1669954003,46.1669954003,46.1669954003,46.1669954003
Baylor County,TX,2933,3623.0,33.620131,-99.263681,72.4349277634,206.142971478,206.142971478,206.142971478
Bee County,TX,1376,32527.0,28.40799117,-97.7522105,74.3889559331,74.3889559331,124.373091106,124.373091106
Bell County,TX,202,323037.0,31.00501308,-97.42161375,0.0,0.0,81.5821450596,81.5821450596
Bexar County,TX,19,1785704.0,29.329876,-98.4790885,0.0,0.0,0.0,0.0
Blanco County,TX,2383,10655.0,30.242591,-98.4166412,46.5255502054,66.6108805928,66.6108805928,66.6108805928
Borden County,TX,3134,616.0,32.743795,-101.432354,104.448239562,392.65458683,392.65458683,392.65458683
Bosque County,TX,1914,18125.0,31.90113914,-97.64867729,63.8961352923,91.9632611562,91.9632611562,113.586797642
Bowie County,TX,619,93148.0,33.40726043,-94.32491257,67.2540794978,130.409880899,130.409880899,230.771445624
Brazoria County,TX,199,324769.0,29.20988694,-95.49672025,0.0,0.0,46.8661460289,60.3208393666
Brazos County,TX,314,200665.0,30.57595167,-96.298559,0.0,80.4570695502,127.308979998,140.402347869
Brewster County,TX,2491,9316.0,30.088334,-103.3605025,214.936256039,479.739389806,479.739389806,479.739389806
Briscoe County,TX,3080,1561.0,34.4259925,-101.1959825,94.0568687049,369.108300577,369.108300577,405.521811795
Brooks County,TX,2663,7161.0,27.123134,-98.2030525,91.3714596103,91.3714596103,98.3346857537,246.05415242
Brown County,TX,1226,37825.0,31.75919743,-98.943801,107.875875888,167.201539876,197.278903204,197.278903204
Burleson County,TX,1962,17291.0,30.4209658,-96.5842774,32.3661930834,99.015048225,110.706381719,110.706381719
Burnet County,TX,1100,43448.0,30.75905125,-98.09922075,51.0520558913,51.0520558913,60.2863609497,60.2863609497
Caldwell County,TX,1202,38734.0,29.81219657,-97.71300329,37.7162930563,56.216502861,56.216502861,56.216502861
Calhoun County,TX,1748,21609.0,28.526711,-96.5772076,128.403684798,128.403684798,128.403684798,187.039241778
Callahan County,TX,2213,13517.0,32.29026625,-99.29127725,55.2694833337,202.701899292,202.701899292,202.701899292
Cameron County,TX,164,415557.0,26.14457569,-97.59872038,0.0,0.0,56.0621726134,363.491967967
Camp County,TX,2275,12449.0,32.993919,-94.94415,57.3511355447,84.6501866975,84.6501866975,164.30669377
Carson County,TX,2747,6157.0,35.3892475,-101.231889,64.8515320697,348.318684561,349.278028007,462.328318842
Cass County,TX,1426,30166.0,33.0338625,-94.32739138,25.8407291909,135.996620656,135.996620656,222.033921854
Castro County,TX,2593,8164.0,34.550566,-102.2455443,65.6791596177,355.875529894,391.715367119,632.712743065
Chambers County,TX,1271,36196.0,29.77114683,-94.6115805,46.0186757096,46.0186757096,54.5291813034,54.5291813034
Cherokee County,TX,967,51206.0,31.83695875,-95.15508363,52.9638488972,165.285385773,165.285385773,177.669958963
Childress County,TX,2680,7029.0,34.470039,-100.222009,156.472882843,284.789319653,284.789319653,328.675200255
Clay County,TX,2394,10535.0,33.8914502,-98.1642126,43.928286477,142.501304472,142.501304472,142.501304472
Cochran County,TX,2974,3046.0,33.62431233,-102.712208,78.849855051,382.984502709,382.984502709,596.598552942
Coke County,TX,2958,3231.0,31.848752,-100.4122695,49.0787936583,299.320928605,307.017880363,307.017880363
Coleman County,TX,2553,8675.0,31.81484757,-99.52230043,65.2657941342,219.007870158,238.237883498,238.237883498
Collin County,TX,65,834642.0,33.20216276,-96.54399335,0.0,0.0,0.0,48.6962029668
Collingsworth County,TX,2977,3036.0,34.85589575,-100.1778363,156.979440811,265.259073166,265.259073166,350.014431806
Colorado County,TX,1798,20696.0,29.63192871,-96.52720871,67.0501094799,67.0501094799,67.0501094799,132.162444682
Comal County,TX,528,114384.0,29.82156317,-98.29498367,0.0,57.3462956248,57.3462956248,57.3462956248
Comanche County,TX,2192,13765.0,31.9674245,-98.5266915,113.867203796,149.704643594,156.585838787,156.585838787
Concho County,TX,2903,4010.0,31.3733562,-99.9104444,50.9115678514,236.558115444,239.087485759,239.087485759
Cooke County,TX,1204,38688.0,33.56737643,-97.266044,54.3785000889,77.8650636662,77.8650636662,77.8650636662
Coryell County,TX,707,77231.0,31.39075856,-97.77643589,54.5227630388,54.5227630388,118.894017726,118.894017726
Cottle County,TX,3083,1486.0,34.048297,-100.2783945,153.01476081,311.245932179,311.245932179,311.245932179
Crane County,TX,2865,4562.0,31.500553,-102.347243,43.6659958715,442.709925391,442.709925391,442.709925391
Crockett County,TX,2927,3743.0,30.798496,-101.498604,121.11183606,333.557965005,333.557965005,333.557965005
Crosby County,TX,2750,6126.0,33.640807,-101.3301967,49.4931506737,390.497358039,390.497358039,390.497358039
Culberson County,TX,3029,2290.0,31.03912,-104.824473,155.211318443,476.238111453,476.238111453,639.688675233
Dallam County,TX,2685,6996.0,36.29758267,-102.7070133,139.906667167,181.238976227,238.279451479,629.372103935
Dallas County,TX,9,2453843.0,32.77863713,-96.6814565,0.0,0.0,0.0,0.0
Dawson County,TX,2203,13640.0,32.72422767,-101.9271043,96.8700185189,439.077541682,439.077541682,439.077541682
Deaf Smith County,TX,1862,19360.0,29.03063229,-97.33569029,92.7781590195,116.05736673,116.05736673,116.05736673
Delta County,TX,2815,5329.0,34.9383515,-102.2566315,37.0241487337,319.389045995,385.416060506,665.298404011
Denton County,TX,85,707304.0,33.381263,-95.72630433,0.0,0.0,0.0,111.445024989
DeWitt County,TX,1818,20465.0,33.1702294,-97.09903447,36.3353929109,36.3353929109,36.3353929109,36.3353929109
Dickens County,TX,3025,2323.0,33.56997333,-100.8076903,98.0379772704,341.426338855,341.426338855,341.426338855
Dimmit County,TX,2398,10461.0,28.4870795,-99.70244725,127.695768636,151.523097523,151.523097523,151.523097523
Donley County,TX,2936,3598.0,34.934336,-100.7884853,100.490235206,316.791485398,316.791485398,400.258962017
Duval County,TX,2316,11717.0,27.7030045,-98.51622125,64.602304742,90.2388285015,166.464139863,180.339334833
Eastland County,TX,1899,18421.0,32.30650238,-98.80758175,100.726887362,159.513860348,159.513860348,159.513860348
Ector County,TX,439,144325.0,31.8754374,-102.488295,0.0,476.861253091,476.861253091,476.861253091
Edwards County,TX,3057,1968.0,29.934064,-100.1818017,165.218010021,177.97020177,177.97020177,177.97020177
Ellis County,TX,409,153969.0,31.631093,-106.3024064,0.0,385.326967911,385.326967911,559.406716446
El Paso County,TX,66,827398.0,32.32334885,-96.80998308,0.0,0.0,0.0,51.9129236149
Erath County,TX,1190,39321.0,32.2385865,-98.19863475,71.8365601886,113.600032899,113.600032899,113.600032899
Falls County,TX,1941,17610.0,31.23804833,-96.99689017,48.0490856008,48.0490856008,121.636482208,123.706110602
Fannin County,TX,1332,33831.0,33.52296767,-96.15371867,42.7334230166,42.7334230166,42.7334230166,96.1183566198
Fayette County,TX,1616,24695.0,29.92213117,-96.88711783,91.9893450342,92.3781948198,92.3781948198,92.3781948198
Fisher County,TX,2918,3844.0,32.7623545,-100.3237118,64.5506695155,288.800936604,288.800936604,288.800936604
Floyd County,TX,2734,6367.0,34.07013333,-101.3760347,67.7919017037,399.821550661,399.821550661,406.794602045
Foard County,TX,3095,1307.0,33.968163,-99.641288,94.1472947306,254.446133064,254.446133064,254.446133064
Fort Bend County,TX,102,627293.0,29.49481492,-95.85330731,0.0,0.0,0.0,69.6252059541
Franklin County,TX,2385,10640.0,33.12580233,-95.21022967,55.8160176317,55.8160176317,55.8160176317,142.849807375
Freestone County,TX,1856,19515.0,31.74094383,-96.2220835,85.1740048408,85.1740048408,85.1740048408,122.942448329
Frio County,TX,1934,17702.0,28.91410625,-99.05112375,72.27090791,72.27090791,72.27090791,72.27090791
Gaines County,TX,1901,18413.0,32.76195333,-102.679476,99.9425723523,436.462400654,436.462400654,542.373295937
Galveston County,TX,217,300484.0,29.44070315,-94.89918015,0.0,0.0,35.9614660799,35.9614660799
Garza County,TX,2731,6412.0,33.180006,-101.298038,71.1891998141,380.514235229,380.514235229,380.514235229
Gillespie County,TX,1602,25153.0,30.3225448,-98.9333358,82.899135787,115.734801692,115.734801692,115.734801692
Glasscock County,TX,3099,1259.0,31.864331,-101.49375,56.5464226737,396.334217354,397.850604679,397.850604679
Goliad County,TX,2650,7351.0,28.67679975,-97.4395185,103.953639071,103.953639071,124.495498555,124.495498555
Gonzales County,TX,1838,20045.0,29.4498755,-97.58594667,47.6074184097,87.7123139574,87.7123139574,87.7123139574
Gray County,TX,1690,22978.0,35.404561,-100.7474078,108.03032563,305.251852617,305.251852617,428.721105228
Grayson County,TX,503,121935.0,33.6244406,-96.68417573,0.0,48.616767369,48.616767369,93.8067618915
Gregg County,TX,498,122658.0,32.48591,-94.829649,0.0,129.968524363,129.968524363,176.775338915
Grimes County,TX,1536,26783.0,30.54218925,-95.97157975,31.5931664319,51.276999015,116.663574786,124.281203323
Guadalupe County,TX,448,139841.0,29.58367329,-98.05256186,0.0,50.0338076334,50.0338076334,50.0338076334
Hale County,TX,1266,36385.0,34.05004583,-101.8013187,48.77566305,424.610397654,436.497903689,443.697120897
Hall County,TX,2954,3293.0,34.5821755,-100.7024728,119.928522253,320.588876739,320.588876739,372.933937623
Hamilton County,TX,2583,8307.0,31.7411315,-98.15097975,107.124093384,107.124093384,142.17245562,151.242883967
Hansford County,TX,2803,5521.0,36.24485567,-101.3194893,126.187840985,281.455698148,281.455698148,529.572433783
Hardeman County,TX,2896,4082.0,34.2932795,-99.702157,104.897625756,252.913578214,252.913578214,277.892222293
Hardin County,TX,910,55190.0,30.33293322,-94.427799,42.4765895148,102.211732975,102.211732975,102.211732975
Harris County,TX,3,4253700.0,29.66896729,-95.16286414,0.0,0.0,0.0,0.0
Harrison County,TX,785,67450.0,32.55750756,-94.30049367,27.1047917302,161.592638225,161.592638225,224.675390822
Hartley County,TX,2749,6144.0,35.788738,-102.361479,75.5127045738,241.543288736,298.107181632,571.788401201
Haskell County,TX,2774,5901.0,33.2656156,-99.7748578,105.309184604,240.632046311,240.632046311,240.632046311
Hays County,TX,366,168990.0,30.0582835,-97.98276933,0.0,37.7992064393,37.7992064393,37.7992064393
Hemphill County,TX,2898,4080.0,35.904503,-100.384093,158.268280703,273.972512634,273.972512634,443.934845274
Henderson County,TX,695,79094.0,32.21533733,-95.76270189,49.4640040887,99.3944010399,99.3944010399,106.570950526
Hidalgo County,TX,72,806552.0,26.23689689,-98.1501785,0.0,0.0,0.0,344.280801039
Hill County,TX,1298,35115.0,31.97520454,-97.08428408,46.4760753148,46.4760753148,46.4760753148,96.8243031272
Hockley County,TX,1686,23072.0,33.63078214,-102.3228026,42.7479863026,415.336334419,415.336334419,568.472254531
Hood County,TX,954,52044.0,32.4289828,-97.8754638,41.7515807946,76.6488565796,76.6488565796,76.6488565796
Hopkins County,TX,1289,35469.0,33.1316755,-95.671843,28.142840382,28.142840382,28.142840382,102.196271845
Houston County,TX,1682,23161.0,31.3149554,-95.3776436,110.763525722,116.497928732,175.759979455,183.636798386
Howard County,TX,1291,35408.0,32.2667615,-101.445147,75.7506746444,400.212593239,400.212593239,400.212593239
Hudspeth County,TX,2953,3337.0,31.6369585,-105.3268115,92.5532937727,398.914016516,398.914016516,645.782821817
Hunt County,TX,652,87079.0,33.14972344,-96.09173533,42.5799068814,42.5799068814,42.5799068814,68.7997569022
Hutchinson County,TX,1735,21922.0,35.72180975,-101.520905,66.481445392,305.333882199,325.912807478,505.43143987
Irion County,TX,3079,1573.0,31.245514,-101.000359,55.8715220207,322.368248352,322.368248352,322.368248352
Jack County,TX,2523,8983.0,33.16830775,-98.2225475,55.1056423271,97.5609744509,97.5609744509,97.5609744509
Jackson County,TX,2158,14255.0,28.915858,-96.55327671,93.5480192628,93.5480192628,93.5480192628,158.803731166
Jasper County,TX,1278,35923.0,30.67296367,-93.949301,72.9492739824,158.805353809,161.400093448,161.400093448
Jeff Davis County,TX,3028,2307.0,30.758682,-104.209994,205.394135997,526.201031149,526.201031149,574.871570128
Jefferson County,TX,262,251813.0,30.03760227,-94.146788,0.0,98.3631520539,106.344898216,106.344898216
Jim Hogg County,TX,2823,5249.0,27.071004,-98.689522,60.124464266,106.883543427,106.883543427,251.185350619
Jim Wells County,TX,1134,41754.0,27.7465975,-98.038571,42.9811769219,42.9811769219,167.646407662,180.690071064
Johnson County,TX,412,153441.0,32.3955866,-97.3008923,0.0,46.8948798841,46.8948798841,52.4137625814
Jones County,TX,1842,19973.0,32.77667333,-99.84721333,50.724516766,244.134128871,244.134128871,244.134128871
Karnes County,TX,2090,15233.0,28.94794788,-97.89151825,71.1408403456,71.1408403456,71.1408403456,71.1408403456
Kaufman County,TX,558,106753.0,32.53770644,-96.321105,0.0,43.0892870591,43.0892870591,43.0892870591
Kendall County,TX,1277,35956.0,29.9315442,-98.6595098,37.265816103,68.9433528469,68.9433528469,68.9433528469
Kenedy County,TX,3140,431.0,27.169633,-97.702801,65.0663118213,65.0663118213,112.527348964,251.231542572
Kent County,TX,3116,839.0,33.260668,-100.71021,114.072715767,326.804245449,326.804245449,326.804245449
Kerr County,TX,986,49786.0,30.0488404,-99.2438332,95.0112054916,108.763723466,108.763723466,108.763723466
Kimble County,TX,2866,4560.0,30.4978575,-99.7427415,121.04686504,177.913475139,177.913475139,177.913475139
King County,TX,3141,276.0,33.6166475,-100.2548085,148.07813771,292.855731531,292.855731531,292.855731531
Kinney County,TX,2935,3603.0,29.299888,-100.421055,188.673874389,188.673874389,188.673874389,188.673874389
Kleberg County,TX,1390,32025.0,27.3602815,-97.8141965,47.9728180813,47.9728180813,128.876329329,227.805586495
Knox County,TX,2921,3789.0,33.5255465,-99.72810325,114.855753251,243.079049379,243.079049379,243.079049379
Lamar County,TX,983,49811.0,28.20763767,-99.24442033,83.7546178487,145.106296764,145.106296764,145.106296764
Lamb County,TX,2176,14008.0,33.62716038,-95.53046588,32.7866034533,32.7866034533,32.7866034533,142.732796998
Lampasas County,TX,1834,20107.0,34.122927,-102.3615936,72.9883258131,392.201767749,392.584804767,606.929868328
La Salle County,TX,2671,7109.0,31.18894875,-98.20687425,77.6454228585,77.6454228585,106.700221896,106.700221896
Lavaca County,TX,1858,19468.0,29.42504067,-96.9969065,103.857482662,111.203006848,111.203006848,121.809077413
Lee County,TX,2002,16601.0,30.30670675,-96.952722,69.5653942398,70.9577401502,74.7681535426,74.7681535426
Leon County,TX,1995,16803.0,31.28885389,-96.03066533,83.0815493257,122.093992471,136.394015211,176.263673302
Liberty County,TX,716,76571.0,30.11569575,-94.77284838,60.977319567,62.2204689623,62.2204689623,62.2204689623
Limestone County,TX,1660,23585.0,31.54784,-96.56850586,88.9726701963,88.9726701963,88.9726701963,136.897884736
Lipscomb County,TX,2942,3480.0,36.3448026,-100.2192254,197.840345375,270.41816108,270.41816108,472.727907535
Live Oak County,TX,2320,11664.0,28.39224333,-98.11402267,87.1376394517,87.1376394517,109.855627591,109.855627591
Llano County,TX,1870,19085.0,30.7471315,-98.52020917,89.4594134178,89.4594134178,89.4594134178,89.4594134178
Loving County,TX,3143,71.0,31.825466,-103.65528,110.58905102,448.064871879,448.064871879,568.284306662
Lubbock County,TX,230,285760.0,33.613289,-101.8625906,0.0,438.49497162,438.49497162,438.49497162
Lynn County,TX,2781,5783.0,33.16276175,-101.823924,50.0979417911,429.344340865,429.344340865,429.344340865
McCulloch County,TX,2581,8313.0,30.964581,-95.91618333,56.5361678254,84.8119760778,160.867123173,160.867123173
McLennan County,TX,272,238707.0,32.8008595,-94.327358,0.0,145.601229224,145.601229224,220.527601087
McMullen County,TX,3127,726.0,32.254975,-101.872408,48.2416630374,440.048145242,440.048145242,440.048145242
Madison County,TX,2199,13677.0,30.73095833,-99.15545633,130.451465715,144.22813694,144.22813694,144.22813694
Marion County,TX,2413,10324.0,28.869064,-95.96769833,59.425732796,59.425732796,70.2442615439,118.231687184
Martin County,TX,2837,5017.0,28.650722,-100.3456313,179.159536668,196.847912161,196.847912161,196.847912161
Mason County,TX,2904,4003.0,31.1840455,-99.3421965,107.799183139,178.5442241,181.728305125,181.728305125
Matagorda County,TX,1260,36547.0,31.54217859,-97.18051006,63.8302652877,63.8302652877,93.4383553509,144.965937773
Maverick County,TX,908,55365.0,28.350458,-98.56876,108.904117663,108.904117663,108.904117663,108.904117663
Medina County,TX,1033,46765.0,29.33716567,-99.00283289,50.8747708558,50.8747708558,50.8747708558,50.8747708558
Menard County,TX,3033,2240.0,30.916294,-99.80273767,81.859242652,209.477990537,209.477990537,209.477990537
Midland County,TX,432,146645.0,31.861876,-102.091276,0.0,445.819660584,445.819660584,445.819660584
Milam County,TX,1636,24157.0,30.77772488,-96.96638838,50.2933097403,50.2933097403,89.1779875456,89.1779875456
Mills County,TX,2849,4828.0,31.492071,-98.576297,122.530697532,122.530697532,153.157553572,153.157553572
Mitchell County,TX,2488,9336.0,32.360573,-100.900917,96.4902522681,347.925457913,347.925457913,347.925457913
Montague County,TX,1855,19565.0,33.63438043,-97.72291114,92.4204715799,96.3181104959,96.3181104959,96.3181104959
Montgomery County,TX,138,485047.0,30.2732469,-95.5374183,0.0,0.0,76.1173482779,76.1173482779
Moore County,TX,1718,22313.0,35.9550445,-101.9084645,82.050083892,261.812454671,289.680251131,548.965480193
Morris County,TX,2252,12787.0,33.087357,-94.7211398,48.6365227101,99.1949924453,99.1949924453,186.502729656
Motley County,TX,3100,1202.0,33.99561167,-100.8192283,105.507739548,355.455822159,355.455822159,355.455822159
Nacogdoches County,TX,798,66034.0,31.65992086,-94.672106,90.1981562488,174.554467584,215.00440544,225.678934464
Navarro County,TX,1013,47979.0,32.048999,-96.532244,40.1437231518,40.1437231518,40.1437231518,82.1208900596
Newton County,TX,2162,14200.0,30.82145125,-93.70985475,77.5312066541,185.588919969,189.417595957,189.417595957
Nolan County,TX,2114,14924.0,32.264325,-100.3820162,47.9586028276,302.293600764,302.293600764,302.293600764
Nueces County,TX,190,347691.0,27.7499775,-97.60262625,0.0,0.0,176.243317523,194.976579199
Ochiltree County,TX,2379,10728.0,36.35927167,-100.7547713,164.505488508,299.639099914,299.639099914,503.893778718
Oldham County,TX,3045,2060.0,35.28045167,-102.4081937,45.6658155015,280.653474815,353.319252016,703.166475082
Orange County,TX,671,82977.0,30.115435,-93.8750456,27.5834135974,124.10267201,133.873667644,133.873667644
Palo Pinto County,TX,1501,27856.0,32.68056429,-98.34486071,50.747072396,105.331943514,105.331943514,105.331943514
Panola County,TX,1643,24020.0,32.14864371,-94.38540214,56.1139272539,185.663259338,185.663259338,226.880243261
Parker County,TX,509,119712.0,32.80285333,-97.823104,0.0,54.8360410692,54.8360410692,54.8360410692
Parmer County,TX,2425,10183.0,34.550199,-102.784538,100.308751016,332.641638849,343.117946652,546.601475853
